Compound,m/z,z,p value,specificity,areas
Sel Score: 0.72 RTime: 1630.626,446.247,2.0,0.14741832315882772,Unclear,"[5174096.6892145965, 15120361.672165485, 11964828.846177025, 4643236.094307146, 4579834.834120829, 3052657.518800969]"
Sel Score: 0.72 RTime: 1292.461,436.7393,2.0,0.14495123174130226,Unclear,"[6310066.262108219, 15089300.893161839, 18848248.420287423, 3444180.053204106, 4451631.363446418, 7422784.374060401]"
Sel Score: 0.72 RTime: 1321.707,453.2567,2.0,0.033684228078193,12ca5,"[6928601.182331931, 9404444.782522472, 7484784.1107047275, 1027053.9113676411, 2881111.195719162, 5171313.473899324]"
Sel Score: 0.72 RTime: 1363.344,460.7521,4.0,0.1639705167533192,Unclear,"[8605442.696764376, 5239846.9476023875, 2848965.559940004, 1856031.2117706249, 1013061.9241925764, 3494937.837233612]"
Sel Score: 0.72 RTime: 1422.751,453.0142,2.0,0.09498222807798298,12ca5,"[3626023.130458083, 3055476.696436974, 6235702.658374799, 2719311.697155228, 787282.1036583224, 1445650.7375596822]"
Sel Score: 0.72 RTime: 1475.839,397.2223,2.0,0.4381718455459343,Unclear,"[18027816.291745316, 2468372.691077997, 3228165.0430493047, 2856443.5491462294, 4483737.226812352, 1768244.1482264837]"
Sel Score: 0.72 RTime: 1652.174,451.0008,2.0,0.020696122050190696,12ca5,"[5169842.662223046, 7220251.489935093, 6941039.212675238, 3662183.7384649855, 2866287.168719337, 921491.8525420326]"
Sel Score: 0.72 RTime: 1671.887,432.4752,4.0,0.25101211454771993,Unclear,"[6176429.179938028, 18035673.315696936, 6211532.881099648, 6116656.668213763, 4342840.724302194, 1275294.150763096]"
Sel Score: 0.72 RTime: 1414.359,439.739,2.0,0.12023627647361572,12ca5,"[12850860.081687441, 7593145.66207991, 18456031.359056108, 6418187.331171191, 4343473.62857549, 4262501.825375013]"
Sel Score: 0.72 RTime: 1295.388,443.2617,4.0,0.12845512913672996,12ca5,"[5314354.492110667, 11096033.474045375, 5529149.568060695, 1714089.2834851674, 1541978.7566827359, 5220194.532095786]"
Sel Score: 0.72 RTime: 1554.044,453.7517,4.0,0.07758692628737852,12ca5,"[8895178.296178704, 6596775.42056423, 5268768.025716077, 5398922.415905401, 1868995.756093557, 754122.567892185]"
Sel Score: 0.72 RTime: 1336.192,416.2449,2.0,0.009436206783917926,12ca5,"[14852270.732989183, 11954874.736387018, 10842250.239868663, 4630051.732075931, 3038748.4843161856, 6901583.809288418]"
Sel Score: 0.72 RTime: 1342.51,451.5044,4.0,0.1528993010133647,Unclear,"[5381596.9837247655, 14176139.480520207, 16342152.492619157, 3127648.585849174, 6198567.758450313, 4575420.808678718]"
Sel Score: 0.72 RTime: 1355.453,427.2525,4.0,0.06386686776419793,12ca5,"[7171315.4377208175, 12308959.87256556, 8615642.69588655, 3822052.9033785756, 3567129.6674983497, 3510252.839848761]"
Sel Score: 0.72 RTime: 1477.651,439.2514,2.0,0.2607813516056389,Unclear,"[20845862.209770054, 10181100.46280574, 4722571.921401185, 3566768.860287826, 6725084.943045591, 3582018.9616004727]"
Sel Score: 0.72 RTime: 1332.146,421.9939,2.0,0.2105238939420379,Unclear,"[3168208.4747884828, 13230762.977476627, 13579761.239448598, 7454707.449167463, 1738473.7517885282, 2453714.984802483]"
Sel Score: 0.72 RTime: 1403.25,452.0022,2.0,0.24769216436931882,Unclear,"[7408367.335089224, 4368675.873674638, 16154528.823799439, 4322695.407814024, 3540966.286284792, 2999975.401137703]"
Sel Score: 0.72 RTime: 1429.77,461.2642,2.0,0.07874098602941915,12ca5,"[4454763.119346042, 8663053.377640218, 8396327.65564626, 2689709.9864308727, 3329914.0217601545, 2359505.2351284553]"
Sel Score: 0.72 RTime: 1442.501,443.9892,2.0,0.07134364468228067,12ca5,"[13319552.098304516, 6549929.725985954, 9729315.336864987, 3927488.0947359195, 1989024.5362503063, 5623136.149856464]"
Sel Score: 0.72 RTime: 5460.744,844.9139,2.0,0.12844300371145437,12ca5,"[1515323.7068656299, 3572480.6641728184, 4121026.6693196357, 1152180.6185308155, 1801820.7807853243, 644111.7314239738]"
Sel Score: 0.72 RTime: 1519.461,363.2075,5.0,0.2626209530775903,Unclear,"[7854077.766470817, 4839618.144261335, 1436952.3194520606, 1693176.7247256758, 1751465.4049082166, 2110087.6010191273]"
Sel Score: 0.72 RTime: 1356.277,436.4956,4.0,0.002277720686028071,12ca5,"[11173212.81968394, 12345823.059745893, 12878542.508918036, 6067242.678770574, 3435933.610941842, 4815766.527670376]"
Sel Score: 0.72 RTime: 1683.807,443.5105,2.0,0.13201883659396668,12ca5,"[1587485.205956398, 2817264.5273354826, 4174057.8137958576, 1642115.049954904, 1212124.1941406922, 522865.5821656457]"
Sel Score: 0.72 RTime: 7420.939,542.2993,4.0,0.07320596146793493,12ca5,"[1320874.4345197247, 2414577.179345649, 2533812.848986273, 671591.4086471987, 1014596.5467438486, 782673.8209063399]"
Sel Score: 0.72 RTime: 1514.168,342.1951,5.0,0.02761641600177481,12ca5,"[4154470.6062376136, 6019189.064516322, 4088495.979523614, 1923909.8631156012, 1302382.6780040085, 2429357.935170073]"
Sel Score: 0.72 RTime: 1350.983,446.0082,2.0,0.09317483377941213,12ca5,"[14148054.126538271, 6776535.362455385, 9058646.005010266, 4317391.156949685, 1236880.448412129, 6349945.0519477455]"
Sel Score: 0.72 RTime: 1368.838,438.4754,2.0,0.3723273380262257,Unclear,"[5595552.788387782, 14953961.429447085, 1797825.0430063852, 5603003.31146465, 1925031.0747107505, 1362598.7413461227]"
Sel Score: 0.72 RTime: 1361.764,422.7457,4.0,0.19777801338923304,Unclear,"[7469200.041915743, 11606190.938903263, 21276902.656994425, 11723594.696821576, 2526065.7971866177, 1806764.547115254]"
Sel Score: 0.72 RTime: 1723.631,441.9934,4.0,0.3744666930636564,Unclear,"[1406665.8056670944, 15149844.608238926, 6196171.308361073, 3230626.0784046645, 2049396.6138990824, 3775126.754276393]"
Sel Score: 0.72 RTime: 1318.774,459.7482,4.0,0.15465008182080764,Unclear,"[4046469.5148050035, 11408523.523556922, 7251994.67138918, 4642332.969854689, 2410588.9170408268, 1984060.8195235746]"
Sel Score: 0.72 RTime: 1430.643,472.5093,2.0,0.09405698648408856,12ca5,"[3609124.737227693, 1902480.6651934688, 2056326.6924844014, 1237787.4652098767, 589596.7132576561, 1188065.8450554437]"
Sel Score: 0.71 RTime: 1477.648,422.2405,2.0,0.08122310942534768,12ca5,"[7302491.412076491, 5672181.733561026, 9876086.07059465, 1591942.6206648224, 1452391.3759448165, 6065281.495474744]"
Sel Score: 0.71 RTime: 1380.905,449.2495,4.0,0.11732941463824544,12ca5,"[8903061.874704497, 20230308.2505667, 13479628.704691943, 10499195.322675956, 1238605.3272010528, 5250971.638708636]"
Sel Score: 0.71 RTime: 1332.589,424.4822,4.0,0.25123510365320634,Unclear,"[4562756.753846159, 13697432.68285119, 22409775.335418638, 4583674.078338988, 2048972.2329755109, 9592213.320000846]"
Sel Score: 0.71 RTime: 1449.99,412.2447,2.0,0.27317268879398365,Unclear,"[8083882.396684596, 13911805.89417938, 2543060.96208873, 6315470.382650616, 1149947.2302435648, 2324409.0985599034]"
Sel Score: 0.71 RTime: 1402.242,442.5042,2.0,0.046367052085756685,12ca5,"[14974647.597442117, 17193226.66454588, 11520714.810268955, 10605932.672146985, 3573848.013210178, 3250949.7882017116]"
Sel Score: 0.71 RTime: 1575.185,430.496,2.0,0.43147378599233666,Unclear,"[2184491.7242469625, 3333732.3809213866, 15717659.135369021, 2068123.9764379598, 3421365.713568905, 3039057.525974922]"
Sel Score: 0.71 RTime: 1282.474,448.0112,2.0,0.35785145755895004,Unclear,"[343851.5775539139, 13645758.769083917, 9371961.75883473, 1900915.7739369436, 1919962.0421600637, 5569726.774384204]"
Sel Score: 0.71 RTime: 1378.451,443.5045,4.0,0.11798656532558481,12ca5,"[6952720.415024864, 11075410.506994974, 16113803.627746977, 3474654.2044183244, 5547228.440331211, 4749724.108872373]"
Sel Score: 0.71 RTime: 1428.714,447.5051,4.0,0.04029143624585883,12ca5,"[9484011.58160806, 11994528.191076273, 10403423.584262207, 7466791.740880229, 2588385.8675294863, 2806296.606931918]"
Sel Score: 0.71 RTime: 1329.785,449.2657,2.0,0.3511576580269929,Unclear,"[136135.0147079094, 7635577.949802641, 9171340.757512517, 3534173.1217688583, 2295369.6811952214, 1016312.7976562841]"
Sel Score: 0.71 RTime: 1573.25,452.2475,2.0,0.15043695398983054,Unclear,"[5122234.117744531, 11685297.330071699, 6047365.61978706, 2782345.361464452, 2356870.017432465, 4102940.365872851]"
Sel Score: 0.71 RTime: 1500.932,431.2421,4.0,0.282805732159204,Unclear,"[14064427.380343605, 10118884.975309668, 1904284.0309705446, 2169775.723978679, 2928332.3557391055, 5460443.990625104]"
Sel Score: 0.71 RTime: 1441.553,423.2411,2.0,0.013375645161977125,12ca5,"[13032943.935498811, 17732098.748465892, 13081990.759128211, 3953081.252738759, 6151606.206686032, 7750051.871622856]"
Sel Score: 0.71 RTime: 1297.008,446.2531,4.0,0.0940389532279359,12ca5,"[9003608.481434075, 14605619.23662909, 9786665.825289758, 2571685.044204447, 1810592.0080318998, 9241699.420288268]"
Sel Score: 0.71 RTime: 1529.236,408.2303,2.0,0.023063100196345693,12ca5,"[7969620.705165757, 7653485.567900056, 5817433.340988248, 1203028.4283056343, 3258609.340363101, 4286336.174233017]"
Sel Score: 0.71 RTime: 1457.401,445.9913,2.0,0.36054648032482195,Unclear,"[6016194.9244485935, 17032485.77200091, 2874997.6075712247, 1329284.4472471618, 2314850.835887465, 6962767.888209963]"
Sel Score: 0.71 RTime: 1639.158,405.9857,2.0,0.09587446809710998,12ca5,"[7323694.998421791, 5060113.454112305, 10802351.50483757, 5008173.024448905, 3416753.8395487578, 1063255.237272577]"
Sel Score: 0.71 RTime: 1593.653,441.2568,4.0,0.20697864912070532,Unclear,"[2550462.521788582, 8905004.31984429, 10233697.30656044, 1338897.6827114408, 5128021.876647135, 2422802.7741917446]"
Sel Score: 0.71 RTime: 3892.546,577.2933,3.0,0.13846380699611255,Unclear,"[3797219.1228244663, 2853743.0444394704, 6206790.177130815, 9834.0, 2059366.2071207548, 3204009.5536633935]"
Sel Score: 0.71 RTime: 6945.399,560.9653,3.0,0.00831016504354684,12ca5,"[1815320.5667873635, 2496929.78823328, 2280541.3725126977, 1126198.9026390181, 951311.2916840126, 631679.6956504913]"
Sel Score: 0.71 RTime: 1358.612,448.0061,4.0,0.08430010787892869,12ca5,"[7214538.549708021, 14460360.148868673, 11279139.926574703, 5024648.640875522, 4994320.237599488, 3554353.7456170563]"
Sel Score: 0.71 RTime: 1502.99,433.2234,2.0,0.021052489052333694,12ca5,"[7570124.922929509, 7512441.20820359, 10179160.056953954, 3523329.653738723, 1722073.4765467495, 5176383.544258228]"
Sel Score: 0.71 RTime: 2244.265,458.9784,4.0,0.017363230022374204,12ca5,"[12702252.397730196, 8471695.186135892, 11069062.931534227, 5405490.3103487305, 2749416.868635478, 5172672.361674085]"
Sel Score: 0.71 RTime: 1563.753,447.5053,2.0,0.2367980036586782,Unclear,"[8817416.004577259, 2222108.5933387857, 5148321.843887477, 1842664.006690252, 2929933.3815147, 1927858.068454208]"
Sel Score: 0.71 RTime: 1329.99,435.9941,4.0,0.09788548327210901,12ca5,"[8903475.294013726, 10884616.45963316, 16847076.10980209, 3382165.5260676956, 2182899.5006547202, 9631930.800282856]"
Sel Score: 0.71 RTime: 1430.15,451.0123,2.0,0.316788923636879,Unclear,"[10613888.827922741, 1314992.9526717614, 14398652.297282472, 4732116.559878249, 2446085.3776179138, 3755866.187513414]"
Sel Score: 0.71 RTime: 1539.805,390.4702,2.0,0.383124373171553,Unclear,"[9226532.859991314, 1559477.6712671497, 2776342.062844154, 1612540.74094856, 1020574.7604376068, 3003267.164074693]"
Sel Score: 0.71 RTime: 1476.72,456.7386,2.0,0.32274997188418303,Unclear,"[5779684.276509337, 9689934.987850556, 1117381.604775388, 2825496.222390292, 1921015.7418175435, 2173935.0936169536]"
Sel Score: 0.71 RTime: 1418.923,441.504,2.0,0.17116248240743479,Unclear,"[13365688.733318998, 4838520.052007251, 15083000.89181773, 4700660.812183555, 1319899.1488150328, 7902617.908705593]"
Sel Score: 0.7 RTime: 6031.89,532.7609,2.0,0.06669542564122355,12ca5,"[5424504.949955134, 9294189.652135974, 6336646.55137567, 3478980.826129528, 2662173.265195023, 2695192.5580469132]"
Sel Score: 0.7 RTime: 1410.771,442.2513,4.0,0.07140572240076778,12ca5,"[15042710.294045595, 9342132.213817934, 8679354.258798202, 3391573.492448586, 4348294.753927166, 6147402.874054307]"
Sel Score: 0.7 RTime: 1368.701,420.2482,2.0,0.036354477125307566,12ca5,"[9573601.14203124, 14120859.67657155, 15283576.69854886, 4979122.203855615, 6781322.730258131, 4636477.422356382]"
Sel Score: 0.7 RTime: 1366.123,432.7352,2.0,0.18623094540740268,Unclear,"[10358453.965613535, 13955029.061942587, 27389905.954011563, 10288526.456602613, 4327609.364358456, 7172286.565530653]"
Sel Score: 0.7 RTime: 1363.17,452.4981,4.0,0.26457268876241313,Unclear,"[4651044.805230796, 14375597.696419919, 5539094.70239776, 3704215.3902020934, 2321539.7064844784, 4333380.131559887]"
Sel Score: 0.7 RTime: 1466.734,426.743,2.0,0.16162304075725079,Unclear,"[10211984.342511272, 17381367.84340327, 6810311.940419069, 3446732.674470746, 5070883.7037292095, 6044812.415765114]"
Sel Score: 0.7 RTime: 1365.15,459.003,2.0,0.2418663650524656,Unclear,"[2104279.0117998966, 5422947.960224139, 8779861.573616384, 2060370.3492986213, 949371.0266414017, 3903484.900012733]"
Sel Score: 0.7 RTime: 1364.099,402.22,4.0,0.16872023334116848,Unclear,"[8915733.956956593, 14353768.64097933, 5139755.394576082, 5071670.364366963, 2145853.399237096, 4828299.624305973]"
Sel Score: 0.7 RTime: 1792.319,437.502,4.0,0.07813641628444414,12ca5,"[6637112.279983749, 5768950.858841947, 6391289.181230894, 3753773.3475791323, 410439.8309969547, 3810947.963382445]"
Sel Score: 0.7 RTime: 1456.174,437.0051,2.0,0.108256168977793,12ca5,"[7343133.2640512455, 5973865.789107917, 3146497.9714463963, 1894721.4000266322, 3551713.564552648, 1549399.32889754]"
Sel Score: 0.7 RTime: 7048.106,590.316,3.0,0.01759418872777213,12ca5,"[2192806.400266826, 2562234.0085519725, 1868615.092927209, 600749.0050970544, 1419466.7884687367, 803606.8867768965]"
Sel Score: 0.7 RTime: 1653.781,417.9926,2.0,0.2440449136750729,Unclear,"[1627377.7146342786, 7695207.18045413, 6418306.865495388, 2528458.260830679, 2371993.920837497, 1820795.066149708]"
Sel Score: 0.7 RTime: 1864.616,458.2368,2.0,0.24292093969274214,Unclear,"[5920212.321327702, 3549063.0876700007, 12096311.692860171, 1485300.1641742436, 3814974.5384455575, 3914882.0703318305]"
Sel Score: 0.7 RTime: 1594.856,409.2026,2.0,0.443350088078728,Unclear,"[2704787.6513052103, 1717670.4724774612, 12201133.046688918, 1881162.1049945923, 1814088.0298711425, 3411140.808710984]"
Sel Score: 0.7 RTime: 1459.699,442.7531,2.0,0.2261746142480626,Unclear,"[15599123.016719691, 5785752.023947245, 6678283.34398998, 4078975.057341023, 2598248.650084276, 5374202.126118385]"
Sel Score: 0.7 RTime: 2614.076,446.9923,2.0,0.37413456540966167,Unclear,"[24128841.585049696, 13310391.039217101, 1647421.4040275114, 2301803.2169967555, 10216916.934242425, 4270447.329271855]"
Sel Score: 0.7 RTime: 4751.605,509.2751,3.0,0.36438876034664214,Unclear,"[7860865.359918259, 2659969.806883395, 1487459.7413953084, 1393820.427574775, 2748013.515539848, 1016357.8360856667]"
Sel Score: 0.7 RTime: 1339.199,434.7471,2.0,0.012714543307427054,12ca5,"[11355509.290790359, 14044335.332901262, 15743655.86688106, 4172235.320993854, 8437970.828411106, 5090396.292549948]"
Sel Score: 0.7 RTime: 1549.78,437.2437,4.0,0.2155960299673643,Unclear,"[7241869.757034008, 8641816.20221493, 19062855.75739131, 5723601.966064993, 5220514.69054568, 4096897.7908586618]"
Sel Score: 0.7 RTime: 1435.838,419.4933,2.0,0.1851396518708446,Unclear,"[10443139.094117343, 15130387.39349658, 5024607.923018596, 4040172.9295710307, 4604736.103302758, 4567659.88017651]"
Sel Score: 0.7 RTime: 1305.22,432.2354,2.0,0.11191756157573247,12ca5,"[9116471.588010771, 8424895.265810333, 16414836.892528791, 3336726.7132932693, 3890126.742059517, 7462774.391920486]"
Sel Score: 0.7 RTime: 3602.402,479.7359,2.0,0.4373043881936645,Unclear,"[11100073.252001416, 4342997.394802368, 436391.1616908068, 3005664.3838565485, 1511569.5809509475, 2356572.667805305]"
Sel Score: 0.7 RTime: 1899.031,449.2515,2.0,0.07725987953420256,12ca5,"[4724477.629196789, 8903295.744096564, 6692410.732177093, 1160628.606377455, 2799984.1193405567, 4860852.290319218]"
Sel Score: 0.7 RTime: 1487.301,428.48,4.0,0.2577168321659399,Unclear,"[13213321.925310854, 4483180.6198774185, 5318024.040945079, 2843490.970757789, 3047715.301857085, 4103204.725230502]"
Sel Score: 0.7 RTime: 1461.502,453.5006,2.0,0.21703859264218933,Unclear,"[11430786.92530637, 8246283.177797611, 3042395.1124291667, 4869254.532056124, 1062007.5038416951, 3978317.989709125]"
Sel Score: 0.7 RTime: 1338.15,429.2489,4.0,0.14546641612562405,Unclear,"[9336121.934871925, 18016294.811321966, 8591394.385270044, 5265445.427440237, 1929350.1125503462, 8517950.347854413]"
Sel Score: 0.7 RTime: 1470.898,432.7384,4.0,0.13105831534852128,12ca5,"[15126568.84813825, 11353363.212262064, 6502430.037917601, 4962889.61499883, 5039574.160929225, 4452857.594743351]"
Sel Score: 0.7 RTime: 1342.169,435.2286,2.0,0.020777998566207573,12ca5,"[13267002.29478724, 17685909.495811656, 16688431.159098623, 8375235.760764805, 3306433.47923311, 9222872.063939294]"
Sel Score: 0.69 RTime: 2047.484,456.2399,2.0,0.2924903515661188,Unclear,"[16040050.632062776, 11316582.656667225, 2505529.601508363, 6490480.836264716, 2968021.8427820206, 3655617.9327211822]"
Sel Score: 0.69 RTime: 7653.462,587.0144,3.0,0.25701241525958,Unclear,"[2962162.341295936, 14892499.069724154, 13161543.942347353, 2667893.9337817915, 3186132.484506879, 7773089.098876334]"
Sel Score: 0.69 RTime: 1548.845,444.7582,2.0,0.181269234447477,Unclear,"[9555491.375987768, 3479622.8487376883, 5650443.178467726, 1975496.9918099607, 2398371.091163029, 3869624.9918000065]"
Sel Score: 0.69 RTime: 1421.261,399.729,4.0,0.25699754185510065,Unclear,"[12308510.69291417, 7302901.299036357, 3009089.556280916, 3220231.429393455, 2989432.7209021277, 3775460.0017587026]"
Sel Score: 0.69 RTime: 1720.784,426.2382,4.0,0.33097446022622273,Unclear,"[3964198.0137112783, 17906499.974079557, 7033114.631265691, 3883986.9320434453, 5413033.536705587, 3474924.019280576]"
Sel Score: 0.69 RTime: 1358.218,412.9938,4.0,0.03807214587751238,12ca5,"[10514635.942834694, 9347389.979396053, 6341966.105577374, 4928077.137833486, 2371711.5517595178, 4280213.665779899]"
Sel Score: 0.69 RTime: 1307.521,431.7539,4.0,0.040217445187775605,12ca5,"[5909419.09166608, 9477391.54194052, 9448267.871175999, 3837961.570210051, 1982461.2231969184, 5172341.764823552]"
Sel Score: 0.69 RTime: 1381.615,435.2234,4.0,0.015414356693803498,12ca5,"[10015126.449973699, 11495741.145463195, 8297377.25411443, 5977984.893026651, 2552050.8811082668, 4671605.841263603]"
Sel Score: 0.69 RTime: 1332.217,423.9809,4.0,0.20800321395234622,Unclear,"[19110468.945927165, 7049475.179077727, 9485370.674253011, 7089758.388441595, 3322333.3416889925, 5375308.30815931]"
Sel Score: 0.69 RTime: 1317.519,406.4898,2.0,0.3500497915033707,Unclear,"[8095249.813991418, 2105101.222517143, 15929007.856666623, 4032686.4967200696, 1595991.042614539, 5950138.948414225]"
Sel Score: 0.69 RTime: 1352.869,421.2221,4.0,0.005239745848192345,12ca5,"[9668635.30100817, 7898878.968976881, 10222137.05029229, 3501579.402412216, 3652028.9706956344, 5162184.454526317]"
Sel Score: 0.69 RTime: 1434.033,404.9847,4.0,0.01510706021005221,12ca5,"[12074694.511528576, 11114479.138337998, 14225168.872477515, 8123952.792124909, 4123788.561092532, 4348565.136757662]"
Sel Score: 0.69 RTime: 1422.929,398.2409,2.0,0.015073095060003804,12ca5,"[3379458.207541643, 2633334.0214651837, 2980373.727338224, 1647577.5863594157, 708795.4665289822, 1636536.4221381305]"
Sel Score: 0.69 RTime: 1323.502,459.2571,4.0,0.3025760108232564,Unclear,"[4059953.6051871562, 3334107.942724307, 11186160.352578202, 2261922.9253126485, 2866729.9914805056, 3121684.951255284]"
Sel Score: 0.69 RTime: 2503.477,460.7535,2.0,0.18074301190397982,Unclear,"[4802470.008128251, 10005962.302560916, 4447567.081944014, 3656707.5262587895, 2354850.347111132, 2551759.022108313]"
