Compound,m/z,z,p value,specificity,areas
Sel Score: 0.81 RTime: 1403.375,439.2079,2.0,0.007396860447176919,12ca5,"[3436448.691165354, 4255579.560682983, 4875207.450583639, 261380.59336335692, 1875110.003426149, 857504.5927357095]"
Sel Score: 0.81 RTime: 1574.087,355.1935,5.0,0.023397075752075863,12ca5,"[9221293.763110252, 5694247.966878135, 10005390.663844964, 2857090.0416693264, 546979.0458508057, 2575102.8054774576]"
Sel Score: 0.81 RTime: 1757.11,438.7072,2.0,0.0070752765916050255,12ca5,"[14831011.454038195, 11555849.30928071, 15692069.57134183, 2418664.2166677765, 3640879.3692530254, 4042718.6184438285]"
Sel Score: 0.81 RTime: 2247.131,429.9949,2.0,0.026350123967222423,12ca5,"[23771614.813150484, 25496544.787867807, 27190825.77583585, 12526266.77874242, 10127.0, 5847074.789872121]"
Sel Score: 0.81 RTime: 2707.031,472.4866,2.0,0.04317354064769803,12ca5,"[16529320.77805687, 11659188.144711483, 9062907.37985585, 2717630.6843237276, 4015828.5732993996, 2227665.517553469]"
Sel Score: 0.81 RTime: 3153.188,515.6078,3.0,0.12315773203236519,Unclear,"[6122675.533675331, 16660644.99867116, 8154044.840358346, 10155.0, 3704267.114225962, 3759395.7754910253]"
Sel Score: 0.81 RTime: 2101.981,434.4812,4.0,0.005438985950645705,12ca5,"[22906866.49576379, 22823649.33438346, 27893913.947458133, 3779457.1738114804, 3092428.6236808216, 10937898.079174725]"
Sel Score: 0.8 RTime: 1162.411,424.9674,2.0,0.08007573737559945,Unclear,"[5460638.747174298, 9197870.236112837, 4406356.770276752, 1464825.4707799517, 1491125.1245765106, 1667622.3665149298]"
Sel Score: 0.8 RTime: 2527.784,433.2346,2.0,0.15889292762710755,Unclear,"[16925437.28278886, 58214571.98634919, 29795571.406850625, 9817750.822121987, 4584750.831712229, 11073931.49967036]"
Sel Score: 0.8 RTime: 2638.217,495.6171,3.0,0.012835704845036433,12ca5,"[10904278.248593882, 15388749.509601206, 14599979.003242157, 3493040.9404821303, 3846684.5295197517, 2598793.4168965654]"
Sel Score: 0.8 RTime: 2908.423,446.7281,2.0,0.1115973341949466,Unclear,"[15003940.525353957, 25529597.450177692, 9767728.779013205, 4122198.469673203, 4269876.748547139, 3874394.5190237407]"
Sel Score: 0.8 RTime: 2521.277,567.6383,3.0,0.06658892517487976,Unclear,"[15142438.014865186, 18507146.489242125, 31234302.38901699, 4434476.203960474, 2903732.2663301784, 8672435.536403552]"
Sel Score: 0.8 RTime: 1520.923,385.1962,4.0,0.0937244928683827,Unclear,"[18475665.57543696, 9161210.261111297, 9236397.698398992, 3749388.0764448373, 2483148.2991078054, 2868093.2711009486]"
Sel Score: 0.8 RTime: 2057.027,396.7201,4.0,0.274188610764267,Unclear,"[7010341.875302404, 14912353.885306202, 43260578.73541596, 7956494.245020934, 2094120.2680936125, 6062082.488423151]"
Sel Score: 0.8 RTime: 1027.212,434.2373,2.0,0.23185983518153797,Unclear,"[2001287.1513870703, 1123778.769760722, 5168462.257539807, 936806.794113638, 478058.3072233041, 646574.7394668156]"
Sel Score: 0.8 RTime: 2354.914,460.9942,2.0,0.12033380586772202,Unclear,"[11105174.845239028, 30232056.653536655, 17393873.20648516, 4995180.54710312, 4353398.9479574505, 5292558.00347146]"
Sel Score: 0.8 RTime: 2603.463,533.9556,3.0,0.05659591808183509,Unclear,"[24613989.19375255, 17602063.015918754, 34379842.706770875, 5471902.737905845, 6046770.5761593245, 7597174.936840702]"
Sel Score: 0.8 RTime: 1605.021,442.7225,4.0,0.15618737713683867,Unclear,"[19316533.951942597, 6655109.039876058, 8786156.110389048, 3001975.299362574, 3187359.9251359324, 2496916.3183970787]"
Sel Score: 0.8 RTime: 1901.222,398.9745,2.0,0.061927735294476545,Unclear,"[9724298.103268813, 17144753.767034486, 20032422.00495435, 4197735.575956496, 3740512.555228225, 3790380.3114674836]"
Sel Score: 0.8 RTime: 3332.981,452.4722,2.0,0.08019069584004879,Unclear,"[6762551.737460452, 3658665.3226984204, 8783542.334367523, 2033124.0076926288, 1643357.4030797933, 1128346.7517899557]"
Sel Score: 0.8 RTime: 2202.439,436.4891,4.0,0.13147936091905454,Unclear,"[16007415.212976279, 8614084.553399898, 27866538.498516694, 10232.0, 6751044.134064733, 6401940.8913307935]"
Sel Score: 0.8 RTime: 2484.696,542.957,3.0,0.035605651164335825,12ca5,"[41770204.480747804, 24088642.53218351, 35462276.31286288, 7694581.451236103, 7377694.016803453, 10427143.45247387]"
Sel Score: 0.8 RTime: 1606.682,359.0025,5.0,0.19124456959284317,Unclear,"[10463118.229394192, 2208002.526847744, 5528318.610717839, 3165215.0614795648, 1049820.510749681, 386518.20623211097]"
Sel Score: 0.8 RTime: 2591.194,415.4691,2.0,0.014425101538023524,12ca5,"[33816009.49155957, 36423014.48774619, 24113128.336105853, 10517429.02853493, 8072607.029390889, 5308967.482759582]"
Sel Score: 0.8 RTime: 2161.968,534.9393,3.0,0.2240543164669597,Unclear,"[19524215.05830614, 3978102.285891857, 8661438.034436768, 3058793.9057743396, 2762085.623371542, 2328570.8905887436]"
Sel Score: 0.8 RTime: 1510.496,436.4681,4.0,0.01654586635224592,12ca5,"[8582980.12090218, 5942433.834183612, 9893314.433247125, 3818523.5046904664, 676685.8284276908, 1705484.7809557342]"
Sel Score: 0.8 RTime: 2426.44,405.4823,2.0,0.07888351839101924,Unclear,"[33251740.17975095, 31707896.249190897, 14767347.37323765, 6445396.256816858, 7011158.242302425, 6883182.466075413]"
Sel Score: 0.8 RTime: 2751.254,444.7555,2.0,0.03298749275860372,12ca5,"[16187540.875213496, 8884415.18305195, 11826140.805712247, 4296531.993855374, 3942307.8860689583, 1178218.0637677223]"
Sel Score: 0.8 RTime: 1296.419,421.2299,2.0,0.16574354470262365,Unclear,"[15737658.786454406, 7979892.916811497, 4502237.644524267, 2579018.9183587814, 1289332.7362775982, 3336689.1096988185]"
Sel Score: 0.8 RTime: 2386.146,435.4695,4.0,0.14721483635825672,Unclear,"[21329177.958141185, 8484118.54619018, 31205652.96477967, 5688378.173399422, 5676807.5447725905, 4226838.010392216]"
Sel Score: 0.8 RTime: 1870.869,418.2293,2.0,0.07809062342960521,Unclear,"[27487022.14010045, 13529330.268693956, 13949138.677791188, 9237380.575423077, 2106076.4996418618, 2737241.9763016785]"
Sel Score: 0.8 RTime: 2162.828,396.9542,2.0,0.06873482665811685,Unclear,"[13353503.139569359, 6222270.661238164, 10147779.50665361, 2807763.0533734476, 2127326.9646042897, 2682319.986555784]"
Sel Score: 0.8 RTime: 3551.178,444.7433,4.0,0.06410417593333594,Unclear,"[2602666.090692919, 5834511.13194873, 6063967.976457178, 1635923.4669291847, 2083438.4666968544, 9819.0]"
Sel Score: 0.8 RTime: 3849.986,532.9643,3.0,0.35533872922368864,Unclear,"[4653298.593225855, 23939907.93882308, 3404781.2935872125, 5436343.409187928, 818892.5281690182, 1977054.4386112192]"
Sel Score: 0.79 RTime: 1819.92,401.2187,2.0,0.08706106270890508,Unclear,"[28149892.036404748, 12298946.419474008, 16794252.90185969, 7368968.705730578, 3711248.618528813, 3692261.2710008956]"
Sel Score: 0.79 RTime: 2218.365,415.7345,4.0,0.0780363413474661,Unclear,"[52078726.350758724, 26181130.098247934, 28852268.264758907, 8486251.13100266, 12680842.391761828, 6496615.613628285]"
Sel Score: 0.79 RTime: 1562.693,457.7322,4.0,0.004341179155070056,12ca5,"[6151068.019629567, 4953887.851231084, 4953912.684831629, 722098.1132756773, 2389792.3519507805, 1041253.3015337209]"
Sel Score: 0.79 RTime: 2439.131,445.4675,2.0,0.2020573158245777,Unclear,"[12328925.60675819, 12042594.849648688, 37142974.59843032, 2211831.803901179, 2802619.808795858, 10905890.506506555]"
Sel Score: 0.79 RTime: 2326.549,393.2203,4.0,0.02063275633769829,12ca5,"[18180275.057064332, 29368940.811386336, 23044502.643977158, 8410548.259034267, 6096350.070021858, 3789438.4286092473]"
Sel Score: 0.79 RTime: 2859.406,558.64,3.0,0.035832534430475106,12ca5,"[14800392.174702948, 22137689.85182572, 26411121.23664712, 5400398.907235826, 3867577.173296989, 7172341.727049116]"
Sel Score: 0.79 RTime: 2031.065,420.2354,4.0,0.05188099798352943,Unclear,"[25483013.679682028, 27707554.113508146, 13008715.286100589, 6398441.845994143, 9080689.423092065, 1706847.4104422252]"
Sel Score: 0.79 RTime: 1644.907,425.2324,2.0,0.21405596528388438,Unclear,"[30939185.584385253, 7410291.445125597, 13209455.71576575, 4848830.0904714605, 4337410.526532388, 4214611.483421031]"
Sel Score: 0.79 RTime: 3304.169,427.2383,2.0,0.006973862493378092,12ca5,"[12419711.855876077, 17631700.475261576, 17276822.2565291, 7010543.419834659, 3484218.4991048486, 1838163.183860952]"
Sel Score: 0.79 RTime: 2312.089,420.7479,2.0,0.03177638771465438,12ca5,"[19111958.86532628, 16722195.635063343, 26014156.787062615, 5497982.951610804, 5259839.593601708, 5382221.84148136]"
Sel Score: 0.79 RTime: 2199.518,407.4706,2.0,0.10593593425525365,Unclear,"[9700387.301789246, 30418025.45684752, 26226756.150954932, 10372124.308563063, 6934688.718252895, 9766.0]"
Sel Score: 0.79 RTime: 3395.235,530.622,3.0,0.024947570198738705,12ca5,"[22203652.026133485, 13974081.98509213, 16511874.281226031, 5879013.0014784755, 4668963.074515519, 3237891.782961136]"
Sel Score: 0.79 RTime: 3538.354,561.2924,3.0,0.08357060852667486,Unclear,"[42625854.16443341, 16367182.741644341, 36755995.314816095, 7629680.352711031, 13803022.770461341, 3654854.3867977518]"
Sel Score: 0.79 RTime: 1134.608,416.2286,4.0,0.3587955809607334,Unclear,"[15982751.696455775, 1160146.353153616, 4438617.618720748, 1003471.6139919757, 1100661.4973276053, 3550696.1932960437]"
Sel Score: 0.79 RTime: 1841.61,454.9801,2.0,0.13643564774249212,Unclear,"[20376401.896374747, 11611879.355545271, 6719638.419609811, 2540989.925465403, 2859208.1908582686, 4786401.542945587]"
Sel Score: 0.79 RTime: 2989.187,449.2236,2.0,0.029702956901933867,12ca5,"[20170978.805569004, 33976362.61379373, 28331701.708195563, 7912207.004731529, 8819989.911784142, 5108542.493995502]"
Sel Score: 0.79 RTime: 1281.567,438.7371,2.0,0.29245259157577524,Unclear,"[22831208.42391727, 6242481.614275283, 4566057.323481935, 1697003.0911207474, 3715481.3889526883, 3507733.6846013875]"
Sel Score: 0.79 RTime: 2607.643,577.9581,3.0,0.005937921471205007,12ca5,"[23000373.370416198, 17975468.32288865, 22458870.62991121, 4587955.789766449, 6268119.1919614, 6042827.351759861]"
Sel Score: 0.79 RTime: 2723.642,522.9436,3.0,0.07242347890467914,Unclear,"[41851675.25024776, 25260209.68590967, 21396455.02905441, 8529950.80653222, 8814436.57954176, 6242850.780483263]"
Sel Score: 0.79 RTime: 1979.665,463.7425,4.0,0.044080935184936366,12ca5,"[15826299.619073583, 8254962.488270296, 12328640.041116487, 3082956.149221142, 4569725.716303489, 2059757.429855348]"
Sel Score: 0.79 RTime: 1619.993,423.4732,4.0,0.09183294737185656,Unclear,"[5033342.206280306, 8688668.395104738, 12602718.79326227, 3342777.114046058, 1986972.9841125594, 1703135.4496673075]"
Sel Score: 0.79 RTime: 1657.837,436.2358,2.0,0.07275662887896737,Unclear,"[20667602.54117535, 8679859.579938775, 13916691.54434121, 7505610.485552015, 373140.05653889774, 3691924.130354131]"
Sel Score: 0.79 RTime: 2241.295,430.2297,2.0,0.0014387895979178504,12ca5,"[39898156.19590434, 35351769.9655637, 31850341.60421558, 6733005.687586609, 11901610.143901069, 10027187.729403708]"
Sel Score: 0.79 RTime: 3578.416,784.9077,2.0,0.20381213055217484,Unclear,"[3481102.6191273886, 5358891.122637841, 12890460.029496944, 1422246.51107817, 1522359.23474349, 2872753.812809775]"
Sel Score: 0.79 RTime: 2513.634,407.24,4.0,0.22570828092796136,Unclear,"[10252170.591305166, 21508470.04034007, 49378444.29584984, 13747539.478726026, 4874345.39301362, 3104564.0169965704]"
Sel Score: 0.79 RTime: 1541.205,433.9897,2.0,0.198269906281411,Unclear,"[29362173.18257264, 7914665.901316682, 12968348.44302389, 4229959.877569102, 5303325.2115252195, 3929412.93051754]"
Sel Score: 0.79 RTime: 1084.667,441.2372,4.0,0.19525742471920313,Unclear,"[6287677.255090426, 1578897.7090544677, 3045303.1295439308, 879304.9295360598, 843066.8718588797, 1209820.7075923316]"
Sel Score: 0.79 RTime: 2889.877,533.2939,3.0,0.05065934164107187,Unclear,"[23002860.699503686, 40778685.60489914, 41258559.82422833, 9944075.184254529, 9196961.56851764, 9116339.7275056]"
Sel Score: 0.79 RTime: 2719.137,434.2267,4.0,0.009882216570416292,12ca5,"[22080500.600540243, 31306417.37270565, 29080868.873512756, 9607804.14853873, 5774485.7108825045, 6826653.2298144195]"
Sel Score: 0.79 RTime: 3188.618,552.6261,3.0,0.0022764853667694685,12ca5,"[35055151.99022902, 27740931.20444803, 35850089.85062018, 11996191.021275884, 4923858.421375396, 9660859.176137231]"
Sel Score: 0.79 RTime: 2561.565,560.3091,3.0,0.16593221173025965,Unclear,"[9246983.05771567, 21642025.725438807, 36292458.398161925, 5661285.4109685905, 9377912.776595233, 3094029.5818314156]"
Sel Score: 0.79 RTime: 2020.624,393.2114,2.0,0.13379890539405032,Unclear,"[10958630.065219196, 26476608.48171293, 11148926.857263267, 3402832.6562532103, 682763.067387985, 9029316.434843708]"
Sel Score: 0.79 RTime: 2575.925,533.9804,3.0,0.013396193740361538,12ca5,"[11885068.030135863, 9741848.96775144, 8277331.996413253, 2407588.4174786396, 3377061.412115532, 2312833.7455826444]"
Sel Score: 0.79 RTime: 3535.982,545.2977,3.0,0.08234682036107398,Unclear,"[19845304.934864387, 32502068.626454316, 14299851.386205278, 6299658.480767853, 9135198.17672957, 2681556.6417048248]"
Sel Score: 0.79 RTime: 2436.208,512.9368,3.0,0.0002511103773493442,12ca5,"[22009657.340709206, 21568445.431042444, 19165018.57074631, 7285702.8366055265, 5488983.188912997, 4311186.032331321]"
Sel Score: 0.79 RTime: 1107.173,403.9785,2.0,0.19135532739838518,Unclear,"[3174269.990626196, 556074.4590396535, 2285920.698767408, 368737.17884493043, 264615.47121244046, 1009820.3353385964]"
Sel Score: 0.79 RTime: 1105.355,428.4917,4.0,0.005207282053336652,12ca5,"[3357527.9145737835, 2794289.7227851693, 2663280.635598912, 713955.7740345257, 950985.4688317876, 743236.9772714771]"
Sel Score: 0.78 RTime: 1216.391,440.2456,2.0,0.01985102029873084,12ca5,"[6663825.347378751, 8178316.050202019, 4895154.099302267, 2685702.8562825653, 1887429.793659975, 845211.6781893854]"
Sel Score: 0.78 RTime: 2390.799,418.7113,2.0,0.21666849999306467,Unclear,"[17406174.973860513, 12100560.672779158, 45171907.23752028, 10858032.821015913, 6301336.306614086, 3346748.0565224607]"
Sel Score: 0.78 RTime: 2151.475,409.9773,2.0,0.011532321344484224,12ca5,"[21721190.28350962, 28026263.129520647, 20996331.306774277, 5178932.775749982, 7134037.504917356, 7115256.863192585]"
Sel Score: 0.78 RTime: 2479.707,429.2486,2.0,0.10650524205386351,Unclear,"[36246248.53274546, 17248184.535369325, 17635522.396940414, 8143346.364953786, 4223388.395471853, 7184887.592707548]"
Sel Score: 0.78 RTime: 2610.516,436.7359,2.0,0.2328948218193795,Unclear,"[23188351.134452697, 49515847.78052442, 9055142.153050296, 14195731.820166325, 4680692.5710057095, 3615976.2350844936]"
Sel Score: 0.78 RTime: 2664.616,539.5963,3.0,0.18166178079303874,Unclear,"[16820509.581610274, 26188518.085706156, 5836722.111356851, 5489788.765816213, 3595368.2464457112, 4365257.533208845]"
Sel Score: 0.78 RTime: 2253.331,386.971,4.0,0.2306287530655433,Unclear,"[16806367.20105822, 10375347.156909028, 43320745.52555906, 3979538.085901651, 4920376.690005626, 10586168.487656772]"
Sel Score: 0.78 RTime: 2546.187,419.718,4.0,0.0015434369292209496,12ca5,"[18407308.985991403, 19363529.096290357, 23003162.36212636, 7138632.21085648, 6070692.408840843, 3609635.8195175044]"
Sel Score: 0.78 RTime: 2507.391,441.7424,2.0,0.22151714994037014,Unclear,"[10467643.249408837, 24950467.04395868, 51611142.48555039, 12254684.812748853, 4830150.398316347, 7102785.3125392385]"
Sel Score: 0.78 RTime: 1499.828,447.493,2.0,0.2405049343698092,Unclear,"[23352284.039139498, 2636970.901081751, 15252016.982212774, 4038313.93814933, 4873358.97416298, 2567635.108408678]"
Sel Score: 0.78 RTime: 1765.718,397.4654,2.0,0.08427578678375897,Unclear,"[5115108.095077928, 9176330.317731354, 12321592.309672456, 3129931.4431241583, 1467137.1837317634, 2815818.176566091]"
Sel Score: 0.78 RTime: 1521.572,389.2104,2.0,0.42229836490937805,Unclear,"[29140395.235202815, 3024019.1609922457, 3697415.0741559127, 4532170.571314423, 4632628.637490056, 862223.356709731]"
Sel Score: 0.78 RTime: 2293.596,411.9696,2.0,0.12839930283066756,Unclear,"[37195950.78868518, 59845236.0274042, 19443813.51077273, 18384067.752782173, 8376861.0935821375, 5819405.817537131]"
Sel Score: 0.78 RTime: 1988.98,435.9667,4.0,0.13820390233429283,Unclear,"[4883381.144445175, 16913740.427233763, 12457721.761366168, 3468662.829134135, 1733098.249564039, 4384729.882236759]"
Sel Score: 0.78 RTime: 2550.672,380.2226,4.0,0.2713847352340395,Unclear,"[7004582.977180917, 15729856.140030945, 41086961.31281885, 9003983.655662747, 4030558.216471593, 4830041.464599016]"
Sel Score: 0.78 RTime: 2071.614,381.4651,2.0,0.13915803759315132,Unclear,"[4016391.3772895792, 13932262.509465527, 14453962.081999283, 1290068.952784305, 2759382.0809271447, 5024657.228742639]"
Sel Score: 0.78 RTime: 2380.116,394.9751,4.0,0.26174956950491757,Unclear,"[17581475.46297915, 50633053.48672864, 10958890.145340055, 5728752.441171637, 7629764.388919138, 8903669.819425488]"
Sel Score: 0.78 RTime: 2259.15,394.4587,4.0,0.2057157665326938,Unclear,"[10869604.678412354, 14967552.59813732, 37420407.52177563, 5011921.850434238, 8275423.26548494, 4504896.970720383]"
Sel Score: 0.78 RTime: 2348.938,387.9782,2.0,0.07594166295825996,Unclear,"[11366913.845697418, 24864009.965073235, 23832009.281252302, 7174361.917641372, 4802501.183774751, 4943338.846612805]"
Sel Score: 0.78 RTime: 2940.979,531.9563,3.0,0.0832326091235326,Unclear,"[41347678.189996034, 19173281.734832507, 27013298.94999993, 7917596.712083661, 7573031.412635827, 9174019.491165228]"
Sel Score: 0.78 RTime: 2726.239,421.4711,4.0,0.2676278363247451,Unclear,"[32369264.133029997, 8328971.143328534, 9021627.149675408, 9978.0, 5333664.096825209, 8669615.05615445]"
Sel Score: 0.78 RTime: 1614.776,358.5943,5.0,0.026809389200534644,12ca5,"[7666866.541333822, 4638767.2259355495, 7442090.875690148, 2126595.211400643, 2362922.278007828, 1078177.1763307776]"
Sel Score: 0.78 RTime: 1669.807,417.9789,4.0,0.09541899094614925,Unclear,"[16753075.501262065, 6970201.030397709, 10425185.936273225, 3998641.857076665, 3957827.4281393318, 1683998.837567877]"
Sel Score: 0.78 RTime: 1717.664,432.7155,4.0,0.0856639425410923,Unclear,"[6676153.567597937, 5295340.679592087, 11890780.045024104, 1188269.169080232, 4599834.542042549, 967711.5623459804]"
Sel Score: 0.78 RTime: 2345.833,569.6357,3.0,0.16347650718529963,Unclear,"[8016224.730182439, 26759733.344185673, 14111846.174530074, 2189592.380106642, 6053481.71287765, 5623072.361081329]"
Sel Score: 0.78 RTime: 2352.474,532.939,3.0,0.013627644600174849,12ca5,"[21413119.655671384, 21074763.14593362, 30324515.45874535, 4734815.9569044355, 10305989.515499199, 5701564.539240318]"
Sel Score: 0.78 RTime: 2030.346,444.4819,2.0,0.2859198700940891,Unclear,"[8284841.566312082, 11235487.33108358, 38333293.49706059, 7309350.020390157, 4138693.3235362456, 5085754.324447829]"
Sel Score: 0.78 RTime: 2571.604,425.9784,4.0,0.046800376424114866,12ca5,"[40320502.22364342, 22488887.26099928, 31270007.24067272, 9455284.150945187, 7617353.462890959, 9953275.644853195]"
Sel Score: 0.78 RTime: 1682.83,431.2318,4.0,0.3092352366320955,Unclear,"[36274872.65971477, 5075690.920559602, 12255534.695979502, 3683840.381138874, 7085339.529411846, 4651352.510075457]"
Sel Score: 0.78 RTime: 2350.308,438.4929,2.0,0.005659344149639585,12ca5,"[35388019.13632197, 32037172.29421549, 30690837.50340686, 8937999.415007524, 14572660.2928589, 4806246.546028448]"
Sel Score: 0.78 RTime: 1336.405,410.9781,4.0,0.26402283089793516,Unclear,"[19266452.370214913, 4317998.335340779, 6431758.201069336, 1955233.9189449002, 5240530.276661719, 1468345.5538507516]"
Sel Score: 0.78 RTime: 1750.955,436.991,2.0,0.12030181186931574,Unclear,"[22665091.10768683, 11567219.521824282, 9384020.971629314, 6343386.105543064, 2915559.1656618714, 3334016.9818124566]"
Sel Score: 0.78 RTime: 2454.02,554.9668,3.0,0.060546789514004766,Unclear,"[27840479.92250997, 16435542.992023915, 16342200.600658067, 6758999.221743971, 6069076.794858815, 4687692.128035992]"
Sel Score: 0.78 RTime: 2301.352,434.9916,2.0,0.022241941399829268,12ca5,"[42460675.601921186, 30410538.709691662, 52116372.985489845, 14626959.525296113, 17866318.244538438, 3641689.1676937873]"
Sel Score: 0.78 RTime: 2097.41,407.4781,4.0,0.010877516673997407,12ca5,"[19834983.736732274, 26559347.819437504, 19116368.485438496, 8583426.980140852, 4899185.257313132, 5479354.387732659]"
