Compound,m/z,z,p value,specificity,areas
EScore: 0.73 RTime: 3032.749,424.4922,2.0,0.23539706515147046,Unclear,"[16325266.1671092, 20743542.966147736, 53093519.23356426, 17150189.856242, 15377937.631239763, 1.49796]"
EScore: 0.73 RTime: 1984.267,458.7328,4.0,0.049181833137965,12ca5,"[30335810.67081984, 18199190.456843145, 21916828.900724888, 8026566.044961556, 9678211.461982613, 7721816.475665448]"
EScore: 0.73 RTime: 3894.496,837.9273,2.0,0.2446630479178782,Unclear,"[20583998.70969156, 5200316.881652733, 9347178.081290515, 5034435.399688979, 3812698.007405849, 3854628.1433882406]"
EScore: 0.73 RTime: 3391.917,542.6372,3.0,0.19896676002821578,Unclear,"[66553123.803908914, 19620840.497609913, 35887022.992756985, 12775061.254791893, 16611464.315424139, 14749676.4549304]"
EScore: 0.73 RTime: 1997.979,521.953,3.0,0.044226991810741904,12ca5,"[11306695.48147865, 6570943.594801124, 8604511.185430786, 3900663.5844006864, 2421768.325283314, 3263047.9824871537]"
EScore: 0.73 RTime: 2712.683,550.2994,3.0,0.032036252973874496,12ca5,"[22726811.658370312, 30036000.474143405, 38818404.534694396, 7695749.088117911, 8841111.599009987, 16617615.841965763]"
EScore: 0.73 RTime: 3626.757,545.2766,3.0,0.21504810403871505,Unclear,"[31619712.596465636, 16204060.93452349, 8547394.543344874, 8446062.230133843, 8414341.330530826, 3563650.916440132]"
EScore: 0.73 RTime: 2418.878,558.9559,3.0,0.016232234180299482,12ca5,"[37406669.69799339, 44279239.29061101, 29924154.54623655, 8208406.016156242, 21899806.26231021, 10342151.66119825]"
EScore: 0.73 RTime: 1850.95,456.4983,2.0,0.15269154744055766,Unclear,"[20692995.917021614, 17997052.139227215, 6493680.557775795, 4870008.612299214, 4151987.727730485, 7363086.462378191]"
EScore: 0.73 RTime: 1929.006,414.9746,2.0,0.15830091500204976,Unclear,"[77352013.9700531, 58059148.65171861, 23703162.207470268, 14071733.351935709, 17437106.189006604, 26208167.05035113]"
EScore: 0.73 RTime: 1486.459,398.4712,4.0,0.0871135463622668,Unclear,"[20148165.841654327, 22298725.65664291, 10863894.07878773, 4543781.51801483, 13393574.766805764, 1403666.870009042]"
EScore: 0.73 RTime: 2108.118,451.734,4.0,0.17192740111919808,Unclear,"[57082438.614842325, 29299769.075914584, 19991213.65277864, 6389492.097465127, 14640520.397151204, 17568124.844750293]"
EScore: 0.73 RTime: 1771.839,422.4927,4.0,0.26815076431153667,Unclear,"[37014873.720786974, 16723539.623084506, 7881643.680794908, 7783483.565099916, 6302194.689343754, 8278374.674816939]"
EScore: 0.73 RTime: 1220.459,381.4633,4.0,0.016418901633082544,12ca5,"[1839842.0979130778, 2145270.061965405, 2029153.4716462023, 998805.2062181212, 300198.924731814, 884000.2227662079]"
EScore: 0.73 RTime: 2740.179,473.7327,2.0,0.13584257268022912,Unclear,"[17797296.570810873, 24065715.528352313, 8743300.139948979, 6516859.26545182, 5302472.666727903, 6555627.418627816]"
EScore: 0.73 RTime: 2464.333,513.9491,3.0,0.0753891515299343,Unclear,"[88376652.61898449, 55282033.18783349, 44118249.0546266, 8534794.878796015, 24693992.56611923, 34959740.75555309]"
EScore: 0.73 RTime: 3376.549,552.9469,3.0,0.008118783854335138,12ca5,"[35364586.942049496, 25189318.626986433, 30308295.964557502, 12801219.103277031, 13093166.027853956, 7131521.641731623]"
EScore: 0.73 RTime: 2261.146,439.4875,4.0,0.008735649321561224,12ca5,"[44957932.257013865, 42958213.17940744, 49575528.62200371, 24602761.690345787, 10934435.748614905, 14479776.574876862]"
EScore: 0.73 RTime: 2678.116,438.4864,2.0,0.19898320427887412,Unclear,"[44782997.90719791, 84734712.14785388, 25369512.299555458, 23613415.49418886, 16000424.855152898, 16735428.023064116]"
EScore: 0.73 RTime: 2521.277,567.6383,3.0,0.07373999190105189,Unclear,"[15142437.648854623, 31207909.90394185, 31234305.585394457, 7111312.88298567, 4182939.110031076, 16944427.024170138]"
EScore: 0.73 RTime: 2942.768,556.9509,3.0,0.307239453932531,Unclear,"[34551363.91356208, 111450731.63198397, 26754403.94521601, 19179571.735402036, 14561009.056946585, 29149980.970832378]"
EScore: 0.73 RTime: 2066.254,424.2365,2.0,0.1771668980001445,Unclear,"[31597215.404557146, 113174477.82644875, 79894199.97080709, 35467275.289146885, 28881524.022520393, 17487032.355111312]"
EScore: 0.73 RTime: 1564.476,406.9744,4.0,0.2340152415869747,Unclear,"[36872554.06816403, 7140758.603909414, 23723769.290289324, 11869927.91113545, 6723647.0066845305, 6093257.769665298]"
EScore: 0.73 RTime: 2723.256,452.4774,4.0,0.2679023158804751,Unclear,"[63962364.69163334, 16744204.778385388, 24265686.43610082, 15063538.677585216, 11317067.089749917, 11886536.416509058]"
EScore: 0.73 RTime: 2961.704,465.2384,4.0,0.04071492110912437,12ca5,"[32453479.602511697, 36150576.0476777, 21744520.031113736, 9569882.412531659, 10311504.842588196, 13056972.09964374]"
EScore: 0.73 RTime: 1960.421,435.9918,2.0,0.006258645173206401,12ca5,"[41832192.57391978, 31335665.62495456, 41560910.45881039, 18798140.933338575, 10892370.592256421, 12198272.460421478]"
EScore: 0.73 RTime: 2424.408,503.9331,3.0,0.17529453242101659,Unclear,"[22533606.22560025, 22273600.908519965, 53036686.17660832, 10016913.316097233, 16209891.90172735, 9521470.041318659]"
EScore: 0.73 RTime: 2225.358,415.7321,2.0,0.1646552487675784,Unclear,"[44940078.26330172, 28557947.394128233, 80103756.70951518, 19321166.829441093, 21195795.068470974, 15607273.170206964]"
EScore: 0.73 RTime: 1529.18,417.7312,2.0,0.15027355277814913,Unclear,"[17728347.024462737, 14022444.261124136, 34993965.68219124, 10052477.602914428, 3697425.798003692, 10660721.467264632]"
EScore: 0.73 RTime: 3091.962,540.2898,3.0,0.04666725036635221,12ca5,"[81736508.82417235, 55704428.79194932, 48320450.12989224, 25068166.42333119, 27824913.363891736, 15131480.890514571]"
EScore: 0.73 RTime: 2156.388,423.4804,2.0,0.17397311347380975,Unclear,"[37898307.24780703, 72995956.9757746, 26000143.36942576, 21273781.097985465, 14607264.319067135, 14265748.092349136]"
EScore: 0.73 RTime: 1644.907,425.2324,2.0,0.09938261150559105,Unclear,"[45897756.00097259, 18741689.55148135, 35137880.41260848, 21880320.272084046, 5327011.792318431, 9362664.959204197]"
EScore: 0.73 RTime: 2441.4,555.6174,3.0,0.13801407343998676,Unclear,"[32132268.471280403, 14099121.05289273, 42239204.03160353, 5592206.771006787, 17433264.94951816, 9414110.234319584]"
EScore: 0.73 RTime: 2965.46,430.2358,4.0,0.1392937256639365,Unclear,"[54399173.59315932, 19696190.495199163, 34073690.076797776, 19552707.74184521, 13803776.460775476, 6310683.0511965705]"
EScore: 0.73 RTime: 1595.571,401.727,4.0,0.14990965075114707,Unclear,"[13371628.805246932, 33972839.64182873, 17403761.12413471, 3259954.5280806804, 7667696.759784706, 12827872.226686124]"
EScore: 0.73 RTime: 2891.891,432.2308,4.0,0.23587277653854144,Unclear,"[20957651.626218203, 68400101.91012731, 27737302.14877663, 17974806.673286438, 13812359.808940936, 11191459.235671619]"
EScore: 0.73 RTime: 2620.178,540.6181,3.0,0.18433497599140514,Unclear,"[69762638.58329456, 22946916.589294277, 36754853.239014745, 18912535.951006554, 10490043.00979139, 18125087.596425608]"
EScore: 0.73 RTime: 2462.676,432.7171,2.0,0.06552588937907082,Unclear,"[42441875.06482746, 60001764.580406144, 31366383.76883744, 12503827.9998003, 21580198.91208215, 15039051.05385515]"
EScore: 0.73 RTime: 2965.21,434.4811,4.0,0.018832334923486436,12ca5,"[30778370.044412177, 32965358.782344416, 45559607.63927323, 16672174.702787656, 17256577.989471335, 6202769.717960129]"
EScore: 0.73 RTime: 2662.576,560.6153,3.0,0.46490603891543497,Unclear,"[1.89368, 67722674.91589803, 18241321.370224196, 12794127.037489815, 11368752.99177812, 7406456.586346575]"
EScore: 0.73 RTime: 1160.33,398.2327,2.0,0.18166533452345923,Unclear,"[4651298.193883643, 3830179.925492932, 1178366.5627149302, 331051.16835817497, 1318015.667522389, 1899676.6169591532]"
EScore: 0.73 RTime: 2560.675,428.9782,2.0,0.03469110711890978,12ca5,"[65899254.7220171, 56629417.66347899, 91841414.91661143, 31068259.222666986, 17102945.866825163, 30582491.851226807]"
EScore: 0.73 RTime: 2790.588,559.9531,3.0,0.23407943045564364,Unclear,"[43157751.91526199, 104225799.30669378, 31237709.08700891, 11630415.5469434, 28132885.5708464, 25865898.08093366]"
EScore: 0.73 RTime: 2157.553,426.7261,2.0,0.000644151781218159,12ca5,"[54541158.73361536, 57901294.27647634, 62227034.56928093, 26901602.056066744, 19507457.782517057, 17772538.321966156]"
EScore: 0.73 RTime: 1677.526,374.72,4.0,0.09414584206404641,Unclear,"[9882188.49612581, 11800849.302237934, 5414427.121925805, 3172665.9714711853, 3310418.7625077358, 3484189.737901398]"
EScore: 0.73 RTime: 1193.532,421.2448,2.0,0.1334813566356804,Unclear,"[5443081.548504361, 2585351.9313390944, 2591457.8474453036, 746261.3221334583, 1724634.4853982602, 1437959.671123998]"
EScore: 0.73 RTime: 1647.331,435.9842,2.0,0.13213957938130627,Unclear,"[20568916.13446211, 10626540.622028913, 28316295.962868508, 6434812.94395218, 6966153.42008115, 8519550.79235414]"
EScore: 0.73 RTime: 1872.812,389.9736,4.0,0.0019816076656036887,12ca5,"[22771704.270465765, 18417123.92409225, 20873821.385097187, 9099604.335289149, 5017429.97638806, 8745331.511897353]"
EScore: 0.73 RTime: 2268.53,394.7232,4.0,0.009568630743133702,12ca5,"[53607865.379910275, 46736145.05589635, 40757598.07509732, 19735779.42501782, 16369388.269821394, 15881967.548699846]"
EScore: 0.73 RTime: 2237.214,431.4779,4.0,0.04477059058537201,12ca5,"[50799368.58138844, 51233392.31287396, 30870202.92216102, 13448782.661557423, 15762980.773347672, 19758976.144919265]"
EScore: 0.73 RTime: 2996.651,574.9479,3.0,0.04867918635650382,12ca5,"[42516666.84728704, 41272970.39112031, 24986252.06537259, 16089980.061817024, 11459796.71659478, 12539124.933658924]"
EScore: 0.73 RTime: 1971.115,521.2893,3.0,0.13085802613467143,Unclear,"[19287267.514162052, 11587915.124449382, 8103733.127198086, 4626318.650352191, 4706722.183695359, 5034926.339185791]"
EScore: 0.73 RTime: 1587.24,457.9868,4.0,0.12458046330981846,Unclear,"[9961305.493902123, 5789491.155757699, 14759588.739592813, 3063264.505209482, 4997959.440721623, 3187734.8991984045]"
EScore: 0.73 RTime: 2064.871,446.4875,4.0,0.07746644877487839,Unclear,"[42748725.55638668, 50585373.54503479, 22913348.538887866, 13801143.435616683, 23503427.56655028, 5572309.634732733]"
EScore: 0.73 RTime: 1220.037,370.0061,5.0,0.04698001696723001,12ca5,"[4608832.787924558, 4896799.3526829025, 2656560.1712053674, 1507430.3973957063, 2193394.6670616497, 785738.2468306521]"
EScore: 0.73 RTime: 2516.059,455.2355,2.0,0.01881114164479133,12ca5,"[60296667.33707151, 45045278.19088841, 66023294.94561634, 23016796.98072441, 23775691.482057318, 16429228.464565756]"
EScore: 0.73 RTime: 1983.474,396.9636,4.0,0.2382390398237056,Unclear,"[13511806.318431323, 41129969.11586971, 15492436.273384348, 9430084.227333412, 6850126.641668203, 9598647.608997596]"
EScore: 0.73 RTime: 2443.185,430.7169,4.0,0.004029259637316313,12ca5,"[40637764.66481128, 41417126.24057319, 32822978.54796039, 11167380.009804273, 15999049.330147238, 15228399.580912432]"
EScore: 0.73 RTime: 1517.346,454.7535,2.0,0.002193574187777476,12ca5,"[10798217.217938112, 9539092.97391617, 11769504.287138522, 4395410.426003601, 2569098.8395110127, 4891748.898068827]"
EScore: 0.73 RTime: 1110.316,435.4975,2.0,0.11910864297749547,Unclear,"[4280084.321821527, 2024404.7558997746, 2392434.8613760173, 1197612.206197888, 1030594.158380132, 985425.629844088]"
EScore: 0.73 RTime: 1607.642,440.7494,4.0,0.1936481253583201,Unclear,"[27477244.530062325, 10581143.43581431, 11683631.880344877, 4766258.516334518, 7259706.700423193, 6355876.511277681]"
EScore: 0.73 RTime: 1544.602,402.9582,4.0,0.0011751654050371676,12ca5,"[13504153.587498862, 11454328.99216541, 11669779.331079774, 5369120.449627301, 4066267.638566294, 4102957.4035505834]"
EScore: 0.73 RTime: 1209.599,426.2306,4.0,0.17039309880766224,Unclear,"[13102334.99783722, 5282781.193377214, 5954532.209650748, 859105.3258904836, 5902709.3541475255, 2241406.566789862]"
EScore: 0.73 RTime: 1770.516,404.7452,4.0,0.09838796099733554,Unclear,"[14280465.672666218, 7614035.1361007765, 7358578.179059411, 1343283.7747254872, 6662049.174252956, 2817580.5315520386]"
EScore: 0.73 RTime: 3985.803,592.9749,3.0,0.05506410584237244,Unclear,"[15180569.867529491, 8960378.173838945, 16880455.58283111, 6154199.176303887, 3186152.1611862606, 5843003.786366261]"
EScore: 0.73 RTime: 2343.605,423.9827,2.0,0.03590341475750673,12ca5,"[87530510.59771009, 51915747.131579585, 81835657.58506824, 31003230.554502092, 17545345.586672507, 33355902.043423627]"
EScore: 0.73 RTime: 1896.448,389.2249,4.0,0.29077037125305716,Unclear,"[13421385.212861326, 42172185.59274943, 11556363.436382793, 8854248.970580552, 7986669.973750292, 8020247.930819843]"
EScore: 0.73 RTime: 3273.838,492.2748,3.0,0.012507163030733846,12ca5,"[12469556.468864508, 9519413.213378157, 8957373.979559224, 3291057.989207453, 5010492.709792806, 3156891.0637006485]"
EScore: 0.73 RTime: 1655.941,399.737,4.0,0.06649680576969708,Unclear,"[10718805.34588616, 11732690.058869686, 18435445.173321426, 5465818.233955079, 4129092.9709329857, 5568408.336923049]"
EScore: 0.73 RTime: 1696.744,430.2525,2.0,0.41466295045113716,Unclear,"[37252673.51584725, 8672165.631682277, 4352716.59687822, 8479518.322307501, 4745370.505948743, 5423597.611428809]"
EScore: 0.73 RTime: 2707.201,458.7456,2.0,0.0714166401900243,Unclear,"[38476622.377950415, 28648873.11338247, 18336891.243122052, 16690031.06950397, 6887897.480308339, 8166193.135512608]"
EScore: 0.73 RTime: 2813.398,517.2933,3.0,0.08555851965650221,Unclear,"[29757265.66756146, 49246278.482564114, 62366016.82890066, 16488254.262609951, 15635335.512053693, 20390235.701764066]"
EScore: 0.73 RTime: 2829.257,524.9521,3.0,0.12272527351050264,Unclear,"[42955612.252554, 84811118.10624942, 42589147.18069104, 24166119.795671225, 17050746.61838451, 22089033.393780086]"
EScore: 0.73 RTime: 1946.424,455.4843,4.0,0.21633960262132315,Unclear,"[12101766.689340187, 26440935.856362898, 8286645.245551103, 4653481.291827423, 5620161.420718502, 7129788.817033731]"
EScore: 0.73 RTime: 1934.078,382.7242,2.0,0.19631806292910414,Unclear,"[25381378.635284502, 28064377.019749593, 6545327.9672199385, 6373862.246136878, 3439636.5973184872, 12483174.050665239]"
EScore: 0.73 RTime: 1598.725,416.9763,2.0,0.17726518957981754,Unclear,"[32456325.271354586, 8715568.165562421, 26529103.0508051, 4719155.064569894, 12409614.025112288, 8038276.74118813]"
EScore: 0.73 RTime: 2159.15,402.7224,2.0,0.11203873875500381,Unclear,"[30494777.871020094, 40818160.2870255, 67252726.22277911, 21796913.132842116, 14907246.8044162, 14834851.618638784]"
EScore: 0.73 RTime: 1397.141,410.9791,4.0,0.22932436564065237,Unclear,"[13663673.056847198, 4881748.212054151, 5069756.143349096, 2851847.8082940336, 2527048.1962114815, 3407262.373653909]"
EScore: 0.73 RTime: 3060.265,522.9556,3.0,0.21475442437342646,Unclear,"[35846905.5237947, 64323748.64321259, 16893021.253707267, 9699187.662246339, 17424605.854979035, 16438575.426052742]"
EScore: 0.73 RTime: 1495.302,421.4844,2.0,0.00238830175515562,12ca5,"[15268131.952989893, 14377603.332345285, 16634341.730931764, 5381784.061409234, 4205143.975763662, 7639263.628658938]"
EScore: 0.73 RTime: 1709.06,417.7319,2.0,0.14263207427015023,Unclear,"[14759973.450327175, 44934734.60334093, 37054716.014377914, 22721514.19652411, 7022901.912026685, 6316488.4169729855]"
EScore: 0.73 RTime: 2199.379,452.7363,2.0,0.03663697310221949,12ca5,"[36654964.19715497, 35828123.37515474, 30481143.832853243, 22780608.18756531, 8540367.21127086, 7064840.694602163]"
EScore: 0.73 RTime: 2551.562,465.2317,2.0,0.1259310126296138,Unclear,"[13314875.4138626, 32720090.52477317, 35176787.250037044, 9851492.767489053, 7177589.825470059, 13253298.742772292]"
EScore: 0.73 RTime: 2607.966,416.7135,2.0,0.03561158337525293,12ca5,"[56255796.1705548, 50074314.63519235, 35306270.017475426, 19712016.77865606, 14842819.000929678, 18266043.302406885]"
EScore: 0.73 RTime: 2302.647,409.4657,4.0,0.2047250194354727,Unclear,"[46552190.14063545, 28341725.34185629, 91397895.88432494, 20499955.774081957, 20048701.39186856, 21486559.18726355]"
EScore: 0.73 RTime: 2561.947,405.7356,4.0,0.0661913420505379,Unclear,"[32935895.221068434, 42113977.25631425, 48291993.38247863, 31352228.392190993, 4992593.886736282, 9670990.134007752]"
EScore: 0.73 RTime: 3543.025,537.6432,3.0,0.1769409335150527,Unclear,"[20228783.64259581, 19763599.035847228, 5703726.29408912, 6634504.529328369, 3267815.900412506, 7151781.000111734]"
EScore: 0.73 RTime: 2552.385,406.2246,2.0,0.008017930063814679,12ca5,"[60569159.250507645, 71307640.88518386, 73902496.92638722, 37574934.245324716, 15411896.036065828, 23845782.19918065]"
EScore: 0.73 RTime: 1868.748,418.4872,4.0,0.06545932625088463,Unclear,"[35612030.44186582, 60026163.13217606, 35532691.44133068, 11577099.87460322, 21357219.81908474, 16106446.187965164]"
EScore: 0.73 RTime: 2160.735,382.9627,4.0,0.09850870575216393,Unclear,"[11857132.947385097, 26297347.90673833, 26911380.060955234, 10752316.004185505, 5245800.999585444, 8344200.794832014]"
EScore: 0.73 RTime: 2143.616,447.7184,2.0,0.18965024052135454,Unclear,"[12679948.422754362, 46739093.7629899, 32250033.374368124, 9856223.660540048, 9909428.65469293, 14529950.68141962]"
EScore: 0.73 RTime: 1599.751,445.7404,4.0,0.005537714722682178,12ca5,"[14100705.333643947, 12071434.812657995, 14850346.500117293, 3870054.546325639, 4023156.646780508, 7463144.941863854]"
EScore: 0.73 RTime: 2363.361,443.9904,2.0,0.19803301178905483,Unclear,"[22780216.68637017, 34639777.004319526, 69795812.17721242, 20832357.292608786, 13830734.164995663, 12983007.848357819]"
EScore: 0.73 RTime: 2449.756,528.9574,3.0,0.25681112631709696,Unclear,"[23929862.641425014, 16476220.894059844, 59703680.74835685, 8598186.319282945, 14515420.778943827, 14393137.147092361]"
EScore: 0.73 RTime: 2079.593,416.4697,2.0,0.22266929780257255,Unclear,"[50777479.42445445, 92319737.87017034, 23588667.940252192, 26141370.302023105, 18532662.347452685, 17780498.829139985]"
EScore: 0.73 RTime: 1294.933,419.7408,2.0,0.01930487911681571,12ca5,"[10088355.18626714, 11858296.083530247, 7582772.345829754, 2583782.176291167, 2885337.3409609683, 5597890.426250386]"
EScore: 0.73 RTime: 1831.786,400.2113,4.0,0.24088947674690364,Unclear,"[18025773.575977117, 38098639.912936464, 9811605.401198722, 7885292.031480311, 11271364.681210835, 5557932.765306464]"
EScore: 0.73 RTime: 3028.719,403.7416,4.0,0.12466627861828906,Unclear,"[13450108.701360779, 6828879.874174204, 6255952.271806683, 4224818.644683578, 4365416.083719693, 1359630.9078643518]"
EScore: 0.73 RTime: 2170.442,419.2361,2.0,0.05459903605294809,Unclear,"[57618242.79008083, 38714473.70871216, 33631641.211979695, 18325363.43058177, 11641490.659415038, 18796120.839265164]"
